Product,Brand,Quantity,Store,Country,URL,Search_Term
Caramel macchiato,Barissimo coffee,,,Germany,https://world.openfoodfacts.org/product/4099100346565/caramel-macchiato-barissimo-coffee,coffee
Whey coffee caramel,,,,Germany,https://world.openfoodfacts.org/product/4006643113745/whey-coffee-caramel,coffee
Spiced coffee,Yfood,,,Germany,https://world.openfoodfacts.org/product/4260556634234/spiced-coffee-yfood,coffee
Iced Coffee Vanilla,"More Nurition, More Nutrition",1pcs,,Germany,https://world.openfoodfacts.org/product/4255719302037/proteinshake-iced-coffee-cold-brew-vanilla-more-nurition,coffee
Whey Isolate Coffee,Maxi Nutrion,,,Germany,https://world.openfoodfacts.org/product/4061289003928/whey-isolate-coffee-maxi-nutrion,coffee
Flexpresso Protein Coffee,ESN,30 gram,,Germany,https://world.openfoodfacts.org/product/4250519660271/flexpresso-protein-coffee-esn,coffee
Barista cold foam,Barissimo coffee,,,Germany,https://world.openfoodfacts.org/product/4099100339185/barista-cold-foam-barissimo-coffee,coffee
Latte espresso - Coffee And Milk,,,,Germany,https://world.openfoodfacts.org/product/4000980526114/latte-espresso-coffee-and-milk,coffee
Protein  ICed coffee - More - More,More Nutrition,,,Germany,https://world.openfoodfacts.org/product/4255719301337/protein-iced-coffee-more-more-more-nutrition,coffee
Protein Iced Coffee,More Nutrition,,,Germany,https://world.openfoodfacts.org/product/4255719302525/protein-iced-coffee-more-nutrition,coffee
vegan Protein iced coffee,more nutrition,,,Germany,https://world.openfoodfacts.org/product/4255719304987/more-vegan-iced-coffee-more-nutrition,coffee
Meal Drink Iced Coffee,ahead,,,Germany,https://world.openfoodfacts.org/product/4260562940732/meal-drink-iced-coffee-ahead,coffee
Latte Macchiato (Iced Coffee),Coffee&Milk,,,Germany,https://world.openfoodfacts.org/product/4000980525810/latte-macchiato-iced-coffee-coffee-milk,coffee
Latte Cappuccino Chilled Coffee,"Barissimo, Molkerei Gropper",1 L,,Germany,https://world.openfoodfacts.org/product/4061461730574/latte-cappuccino-barissimo,coffee
Coffee lover,More,,,Germany,https://world.openfoodfacts.org/product/4300149202324/coffee-lover-more,coffee
Coffee Timout,Shape Republic,,,Germany,https://world.openfoodfacts.org/product/4251362168464/coffee-timout-shape-republic,coffee
Coffee Power Veganes Protein,Shape Republic,,,Germany,https://world.openfoodfacts.org/product/4251362171945/coffee-power-veganes-protein-shape-republic,coffee
Flexpresso Protein Coffee Chocolate Flavor,ESN,,,Germany,https://world.openfoodfacts.org/product/4250519662213/flexpresso-protein-coffee-chocolate-flavor-esn,coffee
Whey Protein iced coffee,Ahead,,,Germany,https://world.openfoodfacts.org/product/4260562944549/whey-protein-iced-coffee-ahead,coffee
Cappuccino Ice Coffee,Alteza,250 ml,Alteza,Spain,https://world.openfoodfacts.org/product/8480024736062/cappuccino-ice-coffee-alteza,coffee
Full cream coffee milk,Woolworths,,,Spain,https://world.openfoodfacts.org/product/8413074935444/full-cream-coffee-milk-woolworths,coffee
Mushroom coffee,,,,Spain,https://world.openfoodfacts.org/product/0840215400086/mushroom-coffee,coffee
Nescafe 2 in 1  coffee,,,,Spain,https://world.openfoodfacts.org/product/8445291372832/nescafe-2-in-1-coffee,coffee
Cinnamon Coffee Cake Creamer,Chobani,,,Italy,https://world.openfoodfacts.org/product/0818290015082/cinnamon-coffee-cake-creamer-chobani,coffee
Peppermint Mocha Coffee Creamer,Chobani,,,Italy,https://world.openfoodfacts.org/product/0818290019516/peppermint-mocha-coffee-creamer-chobani,coffee
Tiramisu,Solo  italia,,,Italy,https://world.openfoodfacts.org/product/8012901006137/tiramisu-solo-italia,coffee
Cinnamon Bun latte,Chamberlain coffee,,,Italy,https://world.openfoodfacts.org/product/0810070874872/cinnamon-bun-latte-chamberlain-coffee,coffee
Sweet Cream Coffee,Jocko,,,Italy,https://world.openfoodfacts.org/product/0810076291260/sweet-cream-coffee-jocko,coffee
Coffee,,,,Italy,https://world.openfoodfacts.org/product/0816897023196/coffee,coffee
Colombian coffee,Rainpharma shake,,,Italy,https://world.openfoodfacts.org/product/8386934579396/colombian-coffee-rainpharma-shake,coffee
Copper Cow  Coffee,Copper Cow,,,Italy,https://world.openfoodfacts.org/product/0817841020223/copper-cow-coffee,coffee
Raspberry Mocha Latte,Copper Cow Coffee,,,Italy,https://world.openfoodfacts.org/product/0817841020810/raspberry-mocha-latte-copper-cow-coffee,coffee
Milk & Cocoa,Copper Cow Coffee,,,Italy,https://world.openfoodfacts.org/product/0822115147827/milk-cocoa-copper-cow-coffee,coffee
Vanilla Pour Over,Copper Cow Coffee,,,Italy,https://world.openfoodfacts.org/product/0817841021527/vanilla-pour-over-copper-cow-coffee,coffee
Blackbeard’s Delight Coffee,Black Rifle Coffee Company,12 oz,,Italy,https://world.openfoodfacts.org/product/0810071970368/blackbeard-s-delight-coffee-black-rifle-coffee-company,coffee
Cold Brew Coffee protein + collagen bar,Vital Proteins,,,Italy,https://world.openfoodfacts.org/product/0810089954299/cold-brew-coffee-protein-collagen-bar-vital-proteins,coffee
Café latte,"Gimoka, Mille piaceri",,,Italy,https://world.openfoodfacts.org/product/8003012004693/cafe-latte-gimoka,coffee
Nitro Cold Brew Coffee Caramel,Blk & Bold,,,Italy,https://world.openfoodfacts.org/product/0810060901625/nitro-cold-brew-coffee-caramel-blk-bold,coffee
Protein Powder for coffee,ALLO,,,Italy,https://world.openfoodfacts.org/product/0811586000175/protein-powder-for-coffee-allo,coffee
Twix Coffee,Mars,,,Italy,https://world.openfoodfacts.org/product/0811130031259/twix-coffee-mars,coffee
Chobani Dairy Free coffee creamer,Cho a I,,,Italy,https://world.openfoodfacts.org/product/0813000007630/chobani-dairy-free-coffee-creamer-cho-a-i,coffee
Ascent iced coffee + protein,Acsent,,,Italy,https://world.openfoodfacts.org/product/0815863021600/ascent-iced-coffee-protein-acsent,coffee
Protein coffee,Alani nu,,,Italy,https://world.openfoodfacts.org/product/0810030513469/protein-coffee-alani-nu,coffee
Blue and  Buried,Death Wish Coffee,,,Italy,https://world.openfoodfacts.org/product/0810063342654/blue-and-buried-death-wish-coffee,coffee
Pumpkin spice coffee creamer,Chobani,,,Italy,https://world.openfoodfacts.org/product/0818290019523/pumpkin-spice-coffee-creamer-chobani,coffee
Think Organic High caf  coffee,Four Sigmatic,,,Italy,https://world.openfoodfacts.org/product/0816897023769/think-organic-high-caf-coffee-four-sigmatic,coffee
Rebel Hard Coffee Peppermint Mocha,Rebel,,,Italy,https://world.openfoodfacts.org/product/0810028150195/rebel-hard-coffee-peppermint-mocha,coffee
Tactiisquatch Coffee,Black Rifle coffee company,,,Italy,https://world.openfoodfacts.org/product/0810087104177/tactiisquatch-coffee-black-rifle-coffee-company,coffee
Tactisquatch,Black Rifle Coffee Company,,,Italy,https://world.openfoodfacts.org/product/0810088864476/tactisquatch-black-rifle-coffee-company,coffee
Vanilla Latte,Chamberlain Coffee,,,Italy,https://world.openfoodfacts.org/product/0810070875442/vanilla-latte-chamberlain-coffee,coffee
Mushroom coffee,Everyday dose,,,Italy,https://world.openfoodfacts.org/product/0800004373007/mushroom-coffee-everyday-dose,coffee
Mocha Latte,Chamberlain Coffee,,,Italy,https://world.openfoodfacts.org/product/0810070875459/mocha-latte-chamberlain-coffee,coffee
Cold brew vanilla bomb,"Black rifle, coffee company",,,Italy,https://world.openfoodfacts.org/product/0810119704757/cold-brew-vanilla-bomb-black-rifle,coffee
Butter coffee,FlavCity,,,Italy,https://world.openfoodfacts.org/product/0830074405025/butter-coffee-flavcity,coffee
Sinn O Bun,Bones coffee company,,,Italy,https://world.openfoodfacts.org/product/0810036267489/sinn-o-bun-bones-coffee-company,coffee
Cold Brew Just Black,Black Rifle Coffee Company,,,Italy,https://world.openfoodfacts.org/product/0810119704740/cold-brew-just-black-black-rifle-coffee-company,coffee
Cinnamon Toast Crunch Iced Coffee,Victor Allens’s,,,Italy,https://world.openfoodfacts.org/product/0811130033178/cinnamon-toast-crunch-iced-coffee-victor-allens-s,coffee
ORIGINAL BLEND UCC COFFEE,UCC,,,Italy,https://world.openfoodfacts.org/product/0806840005096/original-blend-ucc-coffee,coffee
Scoooot! Energy,Scooters Coffee,,,Italy,https://world.openfoodfacts.org/product/0810125450389/scoooot-energy-scooters-coffee,coffee
French Vanilla Coffee Creamer,CloverValley,,,Italy,https://world.openfoodfacts.org/product/0818254003100/french-vanilla-coffee-creamer-clovervalley,coffee
Churro coffee - Copper Cow,,,,Italy,https://world.openfoodfacts.org/product/0817841022500/churro-coffee-copper-cow,coffee
Medium Roast,Death Wish Coffee Co,,,Italy,https://world.openfoodfacts.org/product/0810063343064/medium-roast-death-wish-coffee-co,coffee
Cold Brew Coffee 100% Colombian,Kirkland Signature,,,Italy,https://world.openfoodfacts.org/product/8182122472308/cold-brew-coffee-100-colombian-kirkland-signature,coffee
Cinnamon Toast Crunch iced coffee,Victor Allen’s,,,Italy,https://world.openfoodfacts.org/product/0811130032119/cinnamon-toast-crunch-iced-coffee-victor-allen-s,coffee
"Shroom Coffee, Organic, Cold Brew",Urban Remedy,,,Italy,https://world.openfoodfacts.org/product/0813377024490/shroom-coffee-organic-cold-brew-urban-remedy,coffee
Cold brew hazelnut,Black riffle coffee company,,,Italy,https://world.openfoodfacts.org/product/0810140151667/cold-brew-hazelnut-black-riffle-coffee-company,coffee
Feel Fit Coffee Protein,Arbonne,,,Italy,https://world.openfoodfacts.org/product/80004986/feel-fit-coffee-protein-arbonne,coffee
Ara protein powder for coffee,Magnum essentials,,,Italy,https://world.openfoodfacts.org/product/0811586000137/ara-protein-powder-for-coffee-magnum-essentials,coffee
GFuel Coffee Mix,,,,Italy,https://world.openfoodfacts.org/product/0810124603458/gfuel-coffee-mix,coffee
Cold brew coffee - Happy,,,,Italy,https://world.openfoodfacts.org/product/0810143810110/cold-brew-coffee-happy,coffee
Salty caramel espresso,Black rifle coffee company,,,Italy,https://world.openfoodfacts.org/product/0810119646330/salty-caramel-espresso-black-rifle-coffee-company,coffee
Double caramel iced coffee,,,,Italy,https://world.openfoodfacts.org/product/0811130033543/double-caramel-iced-coffee,coffee
Vanilla latte,Quest iced coffee,,,Italy,https://world.openfoodfacts.org/product/0828840034036/vanilla-latte-quest-iced-coffee,coffee
Chikko not coffee,,,Ekoplaza,Netherlands,https://world.openfoodfacts.org/product/8717953276834/chikko-not-coffee,coffee
Café orgánico dolce,,250 g,Ekoplaza,Netherlands,https://world.openfoodfacts.org/product/8711138333176/cafe-organico-dolce,coffee
Cappuccino Vanilla,Jacobs,,,Netherlands,https://world.openfoodfacts.org/product/8714599201886/cappuccino-vanilla-jacobs,coffee
Ice Expresso,Douwe Egberts,,Jumbo,Netherlands,https://world.openfoodfacts.org/product/8711000384008/ice-expresso-douwe-egberts,coffee
White Coffee + Sugar Sachets,Maxwell House,,,Netherlands,https://world.openfoodfacts.org/product/8711000516768/white-coffee-sugar-sachets-maxwell-house,coffee
Cappuccino speculaas,Buisman,,,Netherlands,https://world.openfoodfacts.org/product/8710283653856/cappuccino-speculaas-buisman,coffee
Jacobs kronung decaf instant coffee,,,,Netherlands,https://world.openfoodfacts.org/product/8711000535745/jacobs-kronung-decaf-instant-coffee,coffee
,Ekoplaza,15 x 5 g,Ekoplaza,Netherlands,https://world.openfoodfacts.org/product/8711521934164/ekoplaza,coffee
Coffee,Jacobs,,,Netherlands,https://world.openfoodfacts.org/product/8711000517734/coffee-jacobs,coffee
Ice coffee cappuccino,Globemilk,,,Netherlands,https://world.openfoodfacts.org/product/8718182065916/ice-coffee-cappuccino-globemilk,coffee
Ice coffee - Whey Perfection,,,,Netherlands,https://world.openfoodfacts.org/product/8718774046804/ice-coffee-whey-perfection,coffee
Whey protein coffee caramel,Sterrenstof,,,Netherlands,https://world.openfoodfacts.org/product/8719327673386/whey-protein-coffee-caramel-sterrenstof,coffee
L’or Barista XXL,L’or,,,Netherlands,https://world.openfoodfacts.org/product/8711000549735/l-or-barista-xxl,coffee
Cinnamon coffee cake muffins,,,,Netherlands,https://world.openfoodfacts.org/product/0876681002110/cinnamon-coffee-cake-muffins,coffee
Ice coffee,,,,Netherlands,https://world.openfoodfacts.org/product/8718182066074/ice-coffee,coffee
Iced coffee mocha,,,,Poland,https://world.openfoodfacts.org/product/5900649081994/iced-coffee-mocha,coffee
2in1 white coffee,NYcoffee,,,Poland,https://world.openfoodfacts.org/product/5900649064706/2in1-white-coffee-nycoffee,coffee
Peanut Butter Coffee,BeRAW,,,Poland,https://world.openfoodfacts.org/product/5903246563948/peanut-butter-coffee-beraw,coffee
Vanilla late,Mokate Gold,140 g,,Poland,https://world.openfoodfacts.org/product/5900649078659/vanilla-late-mokate-gold,coffee
Salted caramel coffee syrup - Mount Caramel,,,,Poland,https://world.openfoodfacts.org/product/5902488051572/salted-caramel-coffee-syrup-mount-caramel,coffee
Ice coffee,Kruger,,,Poland,https://world.openfoodfacts.org/product/5901716987515/ice-coffee-kruger,coffee
Coffee creamer,Xtra,,,Sweden,https://world.openfoodfacts.org/product/7340011345589/coffee-creamer-xtra,coffee
Cold Brew Coffee Concentrate (Caramel Dolce),Starkbucks,,,Sweden,https://world.openfoodfacts.org/product/0731249344265/cold-brew-coffee-concentrate-caramel-dolce-starkbucks,coffee
Coffee Truffles,Dream of Scandinavie,,,Sweden,https://world.openfoodfacts.org/product/7350037961076/coffee-truffles-dream-of-scandinavie,coffee
Protein drik cappucino ice coffee,Proteinse AB,,,Sweden,https://world.openfoodfacts.org/product/7350109011579/protein-drik-cappucino-ice-coffee-proteinse-ab,coffee
Lipton saveur pêche pétillant,LIPTON THÉ GLACÉ,"1,25 l",,France,https://world.openfoodfacts.org/product/3168930175681/lipton-lipton-the-glace,tea
Thé noir Délicieuse Vanille,"Jardin biologique, Léa nature jardin bio étic",28 g,,France,https://world.openfoodfacts.org/product/3456300015201/delicieuse-vanille-jardin-biologique,tea
Label impérial,KUSMI TEA,20g,,France,https://world.openfoodfacts.org/product/3585810088204/label-imperial-kusmi-tea,tea
Ultra Ice Tea - Peach Flavour,One Piece - LNSTRADE,,,France,https://world.openfoodfacts.org/product/3770027194927/ultra-ice-tea-peach-flavour-one-piece-lnstrade,tea
Bubble tea,Ghostea,,,France,https://world.openfoodfacts.org/product/3770012087777/bubble-tea-ghostea,tea
Pêche bubble tea,Bubble tea,,,France,https://world.openfoodfacts.org/product/3564700838327/peche-bubble-tea,tea
Vanilla black tea,,,,France,https://world.openfoodfacts.org/product/3228881076984/vanilla-black-tea,tea
Breakfast Earl grey,Mariage  frères,,,France,https://world.openfoodfacts.org/product/3700286549411/breakfast-earl-grey-mariage-freres,tea
Thé vert épicé aux 2 agrumes,La Maison du Thé,,,France,https://world.openfoodfacts.org/product/3760270400104/the-vert-epice-aux-2-agrumes-la-maison-du-the,tea
Ice tea zero,Lipton,,,France,https://world.openfoodfacts.org/product/3158886031421/ice-tea-zero-lipton,tea
Bio conseils brûle graisse,Bio conseils,,,France,https://world.openfoodfacts.org/product/3515450020975/bio-conseils-brule-graisse,tea
Darjeeling puttabong,Palais des thés,,,France,https://world.openfoodfacts.org/product/3700256720963/darjeeling-puttabong-palais-des-thes,tea
The  Suzuka indigo,Mariage frères,,,France,https://world.openfoodfacts.org/product/3700286544591/the-suzuka-indigo-mariage-freres,tea
Thé noir gout russe,La Maison du Thé,30 g,,France,https://world.openfoodfacts.org/product/3760270400043/the-noir-gout-russe-la-maison-du-the,tea
The noir earl grey,La Maison du Thé,30 g,,France,https://world.openfoodfacts.org/product/3760270400067/the-noir-earl-grey-la-maison-du-the,tea
Coffret degustation,La Maison du Thé,,,France,https://world.openfoodfacts.org/product/3760270400241/coffret-degustation-la-maison-du-the,tea
Green ice tea,Lipton,,,France,https://world.openfoodfacts.org/product/3758327507487/green-ice-tea-lipton,tea
Look iced tea,Producteurs et commerçants Intermarché,,,France,https://world.openfoodfacts.org/product/3250391908004/look-iced-tea-producteurs-et-commercants-intermarche,tea
Boost,Kusmi tea,,,France,https://world.openfoodfacts.org/product/3585810051086/boost-kusmi-tea,tea
Milky taro,My Bubble Tea,,,France,https://world.openfoodfacts.org/product/3711128403235/milky-taro-my-bubble-tea,tea
Perie de fruit,My Bubble Tea,,,France,https://world.openfoodfacts.org/product/3701228403259/perie-de-fruit-my-bubble-tea,tea
Chai tea,Tazo,,,France,https://world.openfoodfacts.org/product/0344529001453/chai-tea-tazo,tea
Betta boba iced bunble tea,Naked life,,,France,https://world.openfoodfacts.org/product/0324557000376/betta-boba-iced-bunble-tea-naked-life,tea
Bubble tea,Boba,,,France,https://world.openfoodfacts.org/product/3770027947028/bubble-tea-boba,tea
Ice tea,,,,France,https://world.openfoodfacts.org/product/3770027194187/ice-tea,tea
Ice Tea  sans sucres,Lipton,,,France,https://world.openfoodfacts.org/product/0325526031421/ice-tea-sans-sucres-lipton,tea
Aloe & Green Tea,,,,France,https://world.openfoodfacts.org/product/3460878880079/aloe-green-tea,tea
Ananas lychee bubble tea,,,,France,https://world.openfoodfacts.org/product/3760386462287/ananas-lychee-bubble-tea,tea
Stick green tea lemon,,,,France,https://world.openfoodfacts.org/product/3415587435188/stick-green-tea-lemon,tea
Ice tea Super U sans sucre,Super U,,,France,https://world.openfoodfacts.org/product/3256223100103/ice-tea-super-u-sans-sucre,tea
Pumpkin&Redbean tea - Nokchawon,,,,France,https://world.openfoodfacts.org/product/3228767338175/pumpkin-redbean-tea-nokchawon,tea
Boba bubble tea,,,,France,https://world.openfoodfacts.org/product/3770027947523/boba-bubble-tea,tea
Thé noir Shan Wai shan tea,,,,France,https://world.openfoodfacts.org/product/3662317020101/the-noir-shan-wai-shan-tea,tea
Rooibos,My Sweet Tea,,,France,https://world.openfoodfacts.org/product/3760283196179/rooibos-my-sweet-tea,tea
Tea cake,,,,France,https://world.openfoodfacts.org/product/3041847051586/tea-cake,tea
Bubble tea,,,,France,https://world.openfoodfacts.org/product/0318678090071/bubble-tea,tea
Clear whey ice tea peach,,,,France,https://world.openfoodfacts.org/product/3760369594271/clear-whey-ice-tea-peach,tea
Chai tea 99% sugar free spice,,,,France,https://world.openfoodfacts.org/product/0304593004019/chai-tea-99-sugar-free-spice,tea
Eistee,Freeway,"0,5 l",Lidl,Germany,https://world.openfoodfacts.org/product/4056489972693/eistee-freeway,tea
Eistee Pfirsich,Bionade,,"Reineckes Getränke,famila",Germany,https://world.openfoodfacts.org/product/4014472280156/eistee-pfirsich-bionade,tea
Iced tea green,Lidl,,,Germany,https://world.openfoodfacts.org/product/4056489708629/iced-tea-green-lidl,tea
Mate sugar free,ChariTea,,,Germany,https://world.openfoodfacts.org/product/42404965/mate-sugar-free-charitea,tea
Isoclear Mango Peach Iced Tea,ESN,,,Germany,https://world.openfoodfacts.org/product/4250519657721/isoclear-mango-peach-iced-tea-esn,tea
Thé noir pêche blanche,Maytea,,,Germany,https://world.openfoodfacts.org/product/4171188785501/the-noir-peche-blanche-maytea,tea
Marsh mallow beauty tea,Fitvia,,,Germany,https://world.openfoodfacts.org/product/4260515891180/marsh-mallow-beauty-tea-fitvia,tea
Früchtetee Minze-Limette,King’s crown,,,Germany,https://world.openfoodfacts.org/product/4305615751955/fruchtetee-minze-limette-king-s-crown,tea
Trade Islands Iced Tea,Trade Islands,,,Germany,https://world.openfoodfacts.org/product/4078400372993/trade-islands-iced-tea,tea
Green tea citrus,,,,Germany,https://world.openfoodfacts.org/product/4099100144307/green-tea-citrus,tea
Cold tea sparkling,Meßmer,,,Germany,https://world.openfoodfacts.org/product/4002221041264/cold-tea-sparkling-messmer,tea
Ice tea zero,Freeway (lidl),,,Germany,https://world.openfoodfacts.org/product/4304493266155/ice-tea-zero-freeway-lidl,tea
Isoclear Peach Iced Tea,ESN,30g,,Germany,https://world.openfoodfacts.org/product/4250519652870/isoclear-peach-iced-tea-esn,tea
Ice Tea - Mango-Passionsfrucht,"AMC Deutschland, Rewe, Rewe to go",500 ml,REWE,Germany,https://world.openfoodfacts.org/product/4337256554459/ice-tea-mango-passionsfrucht-amc-deutschland,tea
Ice Tea Peach,Valensina,,,Germany,https://world.openfoodfacts.org/product/4009491022603/ice-tea-peach-valensina,tea
Infusion détoxiques au citron,Yogi tea,,,Germany,https://world.openfoodfacts.org/product/4012824401846/infusion-detoxiques-au-citron-yogi-tea,tea
Bubble tea wildberry,,,,Germany,https://world.openfoodfacts.org/product/4311501067949/bubble-tea-wildberry,tea
Ice tea green lemon,Westminster,,,Germany,https://world.openfoodfacts.org/product/4065019005244/ice-tea-green-lemon-westminster,tea
Ice tea peach,River,,,Germany,https://world.openfoodfacts.org/product/4065019125669/ice-tea-peach-river,tea
Iice tea green zero sugar,Freeway,,,Germany,https://world.openfoodfacts.org/product/4056489808824/iice-tea-green-zero-sugar-freeway,tea
recover tea,Fitvia,,,Germany,https://world.openfoodfacts.org/product/4260515890169/recover-tea-fitvia,tea
Thé Vert  fleur de jasmin,D’Amman,80 g,,Germany,https://world.openfoodfacts.org/product/4272986800448/the-vert-fleur-de-jasmin-d-amman,tea
Instant Chai Latte Vanilla,Cosmoveda,,,Germany,https://world.openfoodfacts.org/product/4032108146447/instant-chai-latte-vanilla-cosmoveda,tea
Handmade Iced Tea Orange - Ingwer,Ailaike,,,Germany,https://world.openfoodfacts.org/product/4260486210645/handmade-iced-tea-orange-ingwer-ailaike,tea
Trader Joe’s Sparkling black tea with peach juice,Trader joes,,,Germany,https://world.openfoodfacts.org/product/0400068634030/trader-joe-s-sparkling-black-tea-with-peach-juice-trader-joes,tea
Sparkling Green Tea,Trader Joe's,,,Germany,https://world.openfoodfacts.org/product/0404074630833/sparkling-green-tea-trader-joe-s,tea
Fuze tea pêche,Fuze tea,,,Germany,https://world.openfoodfacts.org/product/0409000636644/fuze-tea-peche,tea
Iced Lemon Tea,Liptons,,,Germany,https://world.openfoodfacts.org/product/4004460078346/iced-lemon-tea-liptons,tea
Perfect EAA Lemon Ice Tea,Body IP,,,Germany,https://world.openfoodfacts.org/product/4260504560974/perfect-eaa-lemon-ice-tea-body-ip,tea
Sparkling Green Tea with Pineapple Juice,Trader Joe's,,,Germany,https://world.openfoodfacts.org/product/0440709308333/sparkling-green-tea-with-pineapple-juice-trader-joe-s,tea
Red diamond sweet tea,Red diamond,,,Germany,https://world.openfoodfacts.org/product/4050200301458/red-diamond-sweet-tea,tea
More Clear Blueberry Iced Tea,More,600g,,Germany,https://world.openfoodfacts.org/product/4255719301429/more-clear-blueberry-iced-tea,tea
More Clear Cherry White Tea,More,,,Germany,https://world.openfoodfacts.org/product/4255719301405/more-clear-cherry-white-tea,tea
ICE TEA - SAVEUR GRENADE,POP’S,,,Germany,https://world.openfoodfacts.org/product/0404440856232/ice-tea-saveur-grenade-pop-s,tea
Ice tea watermelon,Mijuwi,,,Germany,https://world.openfoodfacts.org/product/4262373830080/ice-tea-watermelon-mijuwi,tea
Raspberry tea,Pure leaf,,,Germany,https://world.openfoodfacts.org/product/4351476283043/raspberry-tea-pure-leaf,tea
Iso whey clear - Peach iced tea flavour,Sunday Natural,,,Germany,https://world.openfoodfacts.org/product/4260677592444/iso-whey-clear-peach-iced-tea-flavour-sunday-natural,tea
Smithsonian Cherry Blossoms Japanese Cherry Blossom Green Tea,The Tea Can Company,,,Germany,https://world.openfoodfacts.org/product/0400058515301/smithsonian-cherry-blossoms-japanese-cherry-blossom-green-tea-the-tea-can-company,tea
Clear Isolte peach ice tea flavor,Neosupps,,,Germany,https://world.openfoodfacts.org/product/4260487728101/clear-isolte-peach-ice-tea-flavor-neosupps,tea
ICE Tea Dean and David,Dean and David,,,Germany,https://world.openfoodfacts.org/product/4260452221842/ice-tea-dean-and-david,tea
Holy Mango X Passion Fruit X Black Tea,Holy,,,Germany,https://world.openfoodfacts.org/product/4260715291421/holy-mango-x-passion-fruit-x-black-tea,tea
Clear Isolate Whey Protein Ice Tea Mango Peach,All Stars Fitness Products GmbH,,,Germany,https://world.openfoodfacts.org/product/4250031312078/clear-isolate-whey-protein-ice-tea-mango-peach-all-stars-fitness-products-gmbh,tea
Gold Sport Tea,Bad Heilbrunner,,,Germany,https://world.openfoodfacts.org/product/4008137009558/gold-sport-tea-bad-heilbrunner,tea
Ultra Ice Tea,,,,Germany,https://world.openfoodfacts.org/product/4260770980025/ultra-ice-tea,tea
Eyes Tea Peach,Eyestea,,,Germany,https://world.openfoodfacts.org/product/4260667063244/eyes-tea-peach-eyestea,tea
Bubble to Go,Bubble tea 2 Go,,,Germany,https://world.openfoodfacts.org/product/4255652800041/bubble-to-go-bubble-tea-2-go,tea
Evonade Whey Mango ice tea,Evo,,,Germany,https://world.openfoodfacts.org/product/4260752811651/evonade-whey-mango-ice-tea-evo,tea
Tea and Energy,Features,,,Germany,https://world.openfoodfacts.org/product/4250616682541/tea-and-energy-features,tea
Ice tea mercadona,Mercadona,,,Spain,https://world.openfoodfacts.org/product/8480000060013/ice-tea-mercadona,tea
Ice tea,,,,Spain,https://world.openfoodfacts.org/product/8480000679390/ice-tea,tea
Al Diafa,Tea,,,Spain,https://world.openfoodfacts.org/product/8413700499975/al-diafa-tea,tea
Jack Daniel’s Blackberry Hard Tea,,,,Spain,https://world.openfoodfacts.org/product/0840245600333/jack-daniel-s-blackberry-hard-tea,tea
Guava Lemon Green Tea,Natural Benefits,,,Italy,https://world.openfoodfacts.org/product/0810122990352/guava-lemon-green-tea-natural-benefits,tea
Green Tea,Liquid Death Tea,,,Italy,https://world.openfoodfacts.org/product/0810133440020/green-tea-liquid-death-tea,tea
Three ginger tea bags,Pukka,36 g,,Italy,https://world.openfoodfacts.org/product/0813026020019/three-ginger-tea-bags-pukka,tea
Green ice tea,"San Benedetto, The",,,Italy,https://world.openfoodfacts.org/product/8001620013076/green-ice-tea-san-benedetto,tea
Chai Tea & Milk,Dolce Vita,,,Italy,https://world.openfoodfacts.org/product/8033406473835/chai-tea-milk-dolce-vita,tea
Tea peche,Dolce gusto,,,Italy,https://world.openfoodfacts.org/product/8052101283563/tea-peche-dolce-gusto,tea
Tropical Green Tea,Lifted Cup,,,Italy,https://world.openfoodfacts.org/product/8130007744000699/tropical-green-tea-lifted-cup,tea
Matcha Genmaicha Tea bags,Ito En,,,Italy,https://world.openfoodfacts.org/product/0835143006486/matcha-genmaicha-tea-bags-ito-en,tea
Superfruit tea,Teapugs bursting,,,Italy,https://world.openfoodfacts.org/product/0814910010154/superfruit-tea-teapugs-bursting,tea
Mango Pineapple Collagen Infused Tea,Gloss Leaf,,,Italy,https://world.openfoodfacts.org/product/0817516020701/mango-pineapple-collagen-infused-tea-gloss-leaf,tea
"Intercom, adapt, agenic, destress powder, peach green tea flavor",Arbonne,,,Italy,https://world.openfoodfacts.org/product/80005288/intercom-adapt-agenic-destress-powder-peach-green-tea-flavor-arbonne,tea
Organic Rooibos Tea,Tick Tock,90 g,,Italy,https://world.openfoodfacts.org/product/0811650000728/organic-rooibos-tea-tick-tock,tea
Bob bubble tea - Bobble - Bobble,,,,Italy,https://world.openfoodfacts.org/product/8056249560982/bob-bubble-tea-bobble-bobble,tea
Matcha Organic Vanilla,David’s Tea,,,Italy,https://world.openfoodfacts.org/product/0803809088121/matcha-organic-vanilla-david-s-tea,tea
Iced Tea - Farm Boy,Farm Boy,,,Italy,https://world.openfoodfacts.org/product/0808912034140/iced-tea-farm-boy,tea
Unsweetened  roasted green tea,Itoen,,,Italy,https://world.openfoodfacts.org/product/0835103004460/unsweetened-roasted-green-tea-itoen,tea
Strawberry lemonade tea,,,,Italy,https://world.openfoodfacts.org/product/80380405/strawberry-lemonade-tea,tea
Papaya and green tea,Teatown,,,Italy,https://world.openfoodfacts.org/product/0819389029485/papaya-and-green-tea-teatown,tea
Ice tea,,,,Italy,https://world.openfoodfacts.org/product/0830124190710/ice-tea,tea
